customerid,tenure,monthlycharges,totalcharges,churn
0997-YTLNY,19,49,953,No
3317-HRTNN,5,46,198,Yes
9479-HYNYL,71,81,5705,No
3235-ETOOB,8,74,609,Yes
9708-KFDBY,1,21,20,No
8058-INTPH,1,80,79,Yes
3642-GKTCT,61,115,6993,No
0774-RMNUW,71,60,4122,No
1334-PDUKM,68,86,5762,No
0756-MPZRL,46,34,1537,No
2242-MFOTG,33,80,2603,No
2927-CVULT,53,104,5566,No
2144-BFDSO,50,109,5431,No
8745-PVESG,57,41,2258,No
7647-GYYKX,54,20,1092,No
5647-FXOTP,60,106,6401,No
5569-OUICF,28,101,2812,Yes
8821-XNHVZ,1,80,80,Yes
2082-OJVTK,29,89,2698,Yes
9700-ISPUP,10,66,616,No
9839-ETQOE,43,40,1912,No
6078-VESFR,13,70,849,No
9027-TMATR,43,79,3460,No
5940-NFXKV,19,84,1465,Yes
1941-HOSAM,1,90,90,No
9110-HSGTV,69,82,5555,No
0704-VCUMB,61,20,1278,No
6171-ZTVYB,43,66,2907,No
8053-WWDRO,6,20,146,Yes
9564-KCLHR,1,51,51,Yes
1935-IMVBB,56,90,4952,No
2535-PBCGC,70,65,4504,No
2082-CEFLT,1,46,45,Yes
1470-PSXNM,49,94,4520,No
1213-NGCUN,6,50,267,Yes
2498-XLDZR,32,74,2316,No
9866-OCCKE,72,110,8075,No
5338-YHWYT,37,61,2302,No
7718-UPSKJ,69,106,7251,No
8731-WBBMB,26,82,2078,No
1448-CYWKC,58,105,6225,No
7901-IIDQV,24,55,1242,No
2690-DVRVK,5,21,99,No
5688-KZTSN,15,20,288,Yes
1270-XKUCC,30,20,599,No
0334-ZFJSR,55,66,3462,No
2894-QOJRX,25,34,853,Yes
5747-PMBSQ,10,92,934,Yes
5583-EJXRD,44,54,2375,No
4565-EVZMJ,47,59,2813,No
3143-JQEGI,13,88,1222,Yes
6386-SZZKH,49,108,5293,Yes
3327-YBAKM,64,97,6314,No
9441-QHEVC,1,19,19,No
6705-LNMDD,20,50,1003,No
2580-ASVVY,37,45,1593,No
3370-GQEAL,30,85,2509,No
5032-USPKF,38,84,3187,No
2982-IHMFT,1,74,74,Yes
3521-SYVOR,37,65,2345,Yes
4254-QPEDE,52,66,3330,No
6283-GITPX,71,77,5522,No
9526-JAWYF,26,90,2335,Yes
0771-CHWSK,66,75,4798,No
9788-HNGUT,72,117,8594,No
9495-REDIY,25,41,970,No
5375-XLDOF,69,114,7665,No
1172-VIYBP,53,70,3686,No
5649-VUKMC,12,96,1115,Yes
6559-PDZLR,26,99,2537,No
8992-OBVDG,21,62,1393,No
4273-MBHYA,1,89,89,No
4724-WXVWF,48,95,4445,No
5701-GUXDC,26,35,978,No
1460-UZPRJ,60,20,1258,No
6082-GLJIX,18,19,331,No
5143-EGQFK,10,30,291,Yes
4919-IKATY,5,84,453,Yes
2495-TTHBQ,4,20,84,No
0485-ZBSLN,65,25,1715,No
3810-PJUHR,70,25,1715,No
9050-QLROH,18,91,1597,Yes
0847-HGRML,62,20,1250,No
8232-CTLKO,66,60,3996,No
9227-YBAXE,65,82,5215,No
6168-WFVVF,3,70,235,Yes
9860-LISIZ,34,20,673,No
0112-QAWRZ,16,91,1442,No
0877-SDMBN,54,104,5639,Yes
2786-GCDPI,50,105,5222,No
4043-MKDTV,71,105,7291,No
8065-YKXKD,10,75,799,Yes
9637-EIHEQ,1,51,50,Yes
9229-RQABD,18,24,424,No
8313-KTIHG,4,61,249,No
5320-BRKGK,58,76,4415,No
6284-KMNUF,56,98,5270,No
9689-PTNPG,2,80,144,Yes
9465-RWMXL,32,79,2447,Yes
6229-UOLQL,56,52,2884,No
2362-IBOOY,36,85,3050,Yes
3137-LUPIX,4,64,253,No
0843-WTBXE,53,85,4517,Yes
6143-JQKEA,10,46,436,No
8676-OOQEJ,4,30,118,No
5515-IDEJJ,1,20,19,Yes
9701-CDXHR,51,69,3649,No
7450-NWRTR,12,99,1200,Yes
8124-NZVGJ,6,49,255,No
2162-FRZAA,63,39,2395,No
5376-DEQCP,1,71,70,Yes
5118-MUEYH,48,105,5083,No
9095-HFAFX,5,81,389,Yes
5627-TVBPP,35,20,644,No
2379-ENZGV,6,85,523,Yes
3936-QQFLL,2,20,39,No
2589-AYCRP,50,20,989,No
4067-HLYQI,33,70,2406,No
5124-EOGYE,31,20,638,No
5057-RKGLH,9,20,191,No
0292-WEGCH,54,86,4524,No
8910-ICHIU,46,96,4664,No
4097-YODCF,34,104,3470,No
9715-WZCLW,71,97,6910,No
9786-YWNHU,63,64,4014,No
6407-GSJNL,51,25,1288,No
6005-OBZPH,26,89,2277,Yes
4049-ZPALD,64,99,6375,No
7932-WPTDS,1,25,24,Yes
3733-UOCWF,61,86,5251,No
6833-JMZYP,15,94,1505,No
2722-VOJQL,64,106,6903,Yes
1310-QRITU,18,50,913,No
8961-QDZZJ,57,95,5535,No
9715-SBVSU,14,61,815,No
8490-BXHEO,18,81,1411,No
7173-TETGO,72,78,5602,No
7929-SKFGK,70,114,8244,No
2300-RQGOI,38,20,741,No
3563-SVYLG,68,63,4375,No
5228-EXCET,13,81,1008,Yes
6435-VWCCY,65,93,5968,No
4998-IKFSE,30,100,3096,No
8630-QSGXK,51,75,3901,No
2455-USLMV,31,85,2613,No
7394-FKDNK,9,89,853,Yes
9488-FVZCC,72,80,5661,No
6331-LWDTQ,10,72,794,Yes
5995-WWKKG,37,20,695,No
1597-FZREH,2,76,160,Yes
7879-CGSFV,55,101,5552,No
9921-EZKBY,33,95,3275,No
7432-FFVAR,46,91,4236,No
7246-ZGQDF,1,54,54,No
7000-WCEVQ,20,62,1174,Yes
0727-IWKVK,9,80,741,Yes
5959-BELXA,32,96,3019,Yes
4456-RHSNB,19,50,962,No
3512-IZIKN,70,65,4759,Yes
2481-SBOYW,61,25,1498,No
7109-MFBYV,26,45,1233,No
1833-TCXKK,45,108,4882,No
1832-PEUTS,62,89,5411,No
6141-OOXUQ,1,20,19,Yes
8660-BUETV,3,45,148,No
0580-PIQHM,41,102,3930,No
5696-CEIQJ,67,103,6895,No
7503-ZGUZJ,1,85,84,Yes
1696-HXOWK,71,96,6856,No
3026-ATZYV,37,75,2658,No
4012-YCFAI,60,61,3766,No
2506-TNFCO,1,70,69,Yes
9970-QBCDA,6,20,129,No
8718-PTMEZ,13,31,347,Yes
9496-IVVRP,11,51,581,No
2207-OBZNX,7,51,354,Yes
2657-VPXTA,10,89,929,No
6551-VLJMV,34,20,679,No
1221-GHZEP,62,65,3846,No
9289-LBQVU,64,70,4480,No
6142-VSJQO,1,44,44,Yes
3458-IDMFK,25,21,499,No
6933-FHBZC,26,56,1553,No
0221-NAUXK,10,20,219,No
9770-KXGQU,53,99,5311,No
6437-UKHMV,7,80,586,Yes
6538-POCHL,33,79,2576,No
6726-NNFWD,71,89,6435,No
3002-WQZWT,29,74,1993,No
4277-UDIEF,24,81,1923,No
1208-NBVFH,20,50,939,No
4912-PIGUY,1,85,84,No
1114-CENIM,54,55,3092,Yes
6060-DRTNL,5,85,415,Yes
2725-TTRIQ,72,84,5986,No
3374-TTZTK,52,106,5487,No
8990-ZXLSU,9,69,651,No
2275-RBYQS,1,45,45,No
8473-VUVJN,1,74,73,Yes
6289-CPNLD,33,74,2405,Yes
5536-SLHPM,55,78,4458,Yes
4419-UJMUS,69,99,6856,No
7794-JASDG,1,51,50,No
7609-YBPXG,54,87,4735,No
5519-TEEUH,33,20,682,No
7856-GANIL,45,99,4525,No
0804-XBFBV,11,25,321,No
2676-OXPPQ,6,56,335,No
3703-TTEPD,21,65,1424,No
2799-TSLAG,65,25,1748,No
0196-VULGZ,6,84,474,Yes
8837-VVWLQ,8,85,668,Yes
2696-NARTR,11,74,926,Yes
2208-NKVVH,43,24,1077,No
7614-QVWQL,49,52,2541,Yes
1976-CFOCS,1,46,46,Yes
4631-OACRM,15,79,1156,Yes
7139-JZFVG,60,60,3694,No
4987-GQWPO,17,25,382,No
3755-JBMNH,16,72,1167,Yes
1757-TCATG,35,20,746,No
6345-ULYRW,44,88,3912,Yes
4776-XSKYQ,12,30,368,No
8048-DSDFQ,1,20,20,No
5753-QQWPW,28,60,1654,No
6010-DDPPW,70,25,1940,No
1809-DMJHQ,5,46,221,Yes
6693-FRIRW,18,101,1794,No
6586-MYGKD,70,77,5289,No
3173-NVMPX,9,55,501,No
0248-PGHBZ,67,92,6140,No
0623-GDISB,1,48,48,No
2892-GESUL,18,19,309,No
6923-EFPNL,4,52,201,Yes
7472-EQOAV,71,87,6179,No
9574-RKJIF,30,94,2838,Yes
2043-WVTQJ,1,56,55,No
8034-RYTVV,55,84,4589,No
3863-QSTYI,59,65,3735,No
2619-WFQWU,1,70,70,Yes
5044-LRQAQ,7,69,477,No
1716-LSAMB,45,55,2553,No
1333-PBMXB,54,25,1342,No
6546-OPBBH,51,24,1216,No
5985-BEHZK,72,105,7578,No
9127-QRZMH,44,60,2603,No
5919-VCZYM,2,20,42,No
9644-KVCNC,66,92,6056,No
2137-DQMEV,68,45,2983,No
8174-LNWMW,31,21,689,No
9279-CJEOJ,21,95,2025,No
7964-VEXDG,21,80,1747,No
2404-JIBFC,55,85,4657,No
0778-NELLA,9,35,296,Yes
8029-XYPWT,71,115,8016,No
4614-NUVZD,1,81,81,Yes
4632-PAOYU,22,20,433,No
3803-KMQFW,1,21,20,Yes
6804-GDMOI,61,107,6428,Yes
2990-OGYTD,67,86,5883,No
6646-JPPHA,14,79,1043,No
9572-MTILT,59,107,6252,Yes
7658-UYUQS,21,87,1857,No
7880-XSOJX,4,42,146,No
9611-CTWIH,3,89,240,Yes
4589-IUAJB,70,24,1724,No
0329-GTIAJ,3,98,315,Yes
8746-BFOAJ,21,20,429,No
8457-XIGKN,20,20,356,No
6072-NUQCB,22,20,488,No
6629-CZTTH,1,56,55,Yes
8838-GPHZP,63,21,1298,No
8750-QWZAJ,70,20,1378,No
5364-EVNIB,13,80,973,Yes
6918-UMQCG,5,80,384,No
0675-NCDYU,72,116,8543,No
6339-DKLMK,13,32,389,No
1346-PJWTK,61,94,5731,No
5088-QZLRL,1,21,20,No
8023-QHAIO,56,77,4275,No
4397-FRLTA,4,20,84,No
3057-VJJQE,35,55,1924,No
5087-SUURX,18,39,669,Yes
2302-OUZXB,72,82,5784,No
8133-ANHHJ,49,103,5166,No
2270-CHBFN,44,95,4060,No
0013-EXCHZ,3,84,267,Yes
5982-FPVQN,37,95,3532,No
9107-UKCKY,61,80,4914,No
4654-ULTTN,70,75,5315,No
5550-VFRLC,1,70,69,Yes
5546-BYZSM,41,20,775,No
1492-KGETH,70,78,5445,No
4929-BSTRX,1,54,53,Yes
4163-HFTUK,51,19,1007,No
8215-NGSPE,42,20,833,No
2225-ZRGSG,70,94,6579,Yes
8859-YSTWS,48,20,1004,No
5271-YNWVR,68,113,7856,Yes
7601-DHFWZ,48,24,1183,No
2657-ALMWY,26,85,2169,Yes
6330-JKLPC,11,80,896,Yes
4667-OHGKG,1,19,19,Yes
1998-VHJHK,27,19,501,No
1707-HABPF,46,91,4126,No
1660-HSOOQ,1,50,49,Yes
7253-UVNDW,46,54,2460,Yes
0487-VVUVK,25,19,477,No
7228-OMTPN,4,88,370,Yes
5063-IUOKK,13,20,265,No
4508-OEBEY,31,76,2424,No
0027-KWYKW,23,84,1849,No
2308-STERM,2,19,61,No
5982-XMDEX,65,26,1698,No
6284-AHOOQ,22,90,1910,Yes
6051-PTVNS,55,19,998,No
2344-JMOGN,9,95,890,Yes
3799-ISUZQ,7,70,529,Yes
2877-VDUER,35,41,1383,No
9152-AMKAK,6,80,493,No
1794-HBQTJ,1,49,48,Yes
9432-VOFYX,17,71,1207,No
8049-WJCLQ,10,60,563,No
6586-PSJOX,15,55,864,No
2460-FPSYH,40,56,2109,Yes
9705-ZJBCG,13,54,701,No
4818-DRBQT,29,80,2265,Yes
1320-HTRDR,3,76,220,Yes
6847-KJLTS,58,100,5749,No
9670-BPNXF,45,63,2796,No
3913-FCUUW,72,70,5165,No
3301-VKTGC,68,86,5696,No
1493-AMTIE,1,20,20,Yes
9555-SAHUZ,38,54,2076,No
0816-TSPHQ,2,21,44,No
9932-WBWIK,11,20,215,No
4619-EVPHY,20,91,1859,No
5286-YHCVC,72,105,7470,No
6424-ELEYH,3,75,229,Yes
4391-RESHN,23,104,2470,Yes
9115-YQHGA,40,51,2092,No
4462-CYWMH,62,90,5629,No
8963-MQVYN,22,21,469,No
2458-EOMRE,11,64,733,No
9334-GWGOW,7,75,485,No
6821-BUXUX,13,97,1244,Yes
5028-HTLJB,1,20,20,Yes
9801-GDWGV,39,103,3994,Yes
6542-LWGXJ,3,25,78,No
5567-GZKQY,58,20,1131,No
1222-LRYKO,6,26,184,No
2320-JRSDE,1,20,19,Yes
2087-QAREY,22,55,1178,No
0601-WZHJF,14,46,667,Yes
4423-JWZJN,64,90,5629,No
5143-WMWOG,1,20,19,Yes
6490-FGZAT,6,21,109,No
5393-RXQSZ,1,80,79,Yes
7452-FOLON,39,25,958,No
2320-TZRRH,20,20,403,No
0231-LXVAP,1,76,75,Yes
9444-JTXHZ,1,76,76,Yes
4942-VZZOM,64,66,4392,No
5510-BOIUJ,1,19,19,Yes
7502-BNYGS,46,69,3168,No
4291-HYEBC,28,39,1096,No
6147-CBCRA,33,20,669,No
6047-SUHPR,39,60,2343,No
4471-KXAUH,42,84,3588,Yes
9752-ZNQUT,1,49,48,No
7638-QVMVY,7,79,522,Yes
1576-PFZIW,70,105,7511,No
5666-MBJPT,65,25,1725,No
7312-XSBAT,1,50,49,No
3096-GKWEB,18,95,1691,No
2371-JQHZZ,24,93,2248,No
0674-GCDXG,63,72,4479,No
1121-QSIVB,44,78,3471,No
4396-KLSEH,4,20,63,No
3244-DCJWY,1,70,70,Yes
2824-MYYBN,37,95,3314,No
0875-CABNR,10,85,865,Yes
6345-HOVES,34,25,852,No
8318-LCNBW,35,53,1930,No
6469-QJKZW,4,20,91,No
0147-ESWWR,39,101,3949,No
1217-VASWC,43,101,4304,No
7812-FZHPE,17,24,409,Yes
6370-ZVHDV,61,25,1554,No
5915-DGNVC,49,72,3472,No
6260-XLACS,4,20,117,No
3566-CAAYU,64,50,3210,No
4983-CCWMC,3,70,207,No
9103-CXVOK,1,20,19,No
2896-TBNBE,40,81,3132,No
4797-AXPXK,1,60,60,Yes
5229-PRWKT,8,87,649,Yes
6982-UQZLY,1,21,20,Yes
2522-WLNSF,34,64,2106,No
3841-CONLJ,1,35,35,No
5057-LCOUI,39,51,2011,Yes
0193-ESZXP,58,106,6205,Yes
4475-NVTLU,45,19,903,No
4369-HTUIF,6,85,503,Yes
9386-LDCZR,43,91,3882,No
9585-KKMFD,41,20,879,No
5399-ZIMKF,5,75,383,No
0336-KXKFK,72,61,4390,No
5619-XZZKR,4,20,68,No
3948-FVVRP,9,55,452,No
5327-XOKKY,72,73,5329,No
0983-TATYJ,33,51,1758,No
1813-JYWTO,72,80,5737,No
0156-FVPTA,22,54,1152,Yes
1984-FCOWB,70,110,7674,Yes
0654-HMSHN,21,104,2157,Yes
6719-OXYBR,15,85,1219,No
3312-ZWLGF,29,79,2414,No
6476-YHMGA,15,76,1155,No
5287-QWLKY,71,105,7548,Yes
0795-XCCTE,72,25,1809,No
0168-XZKBB,19,87,1564,No
3785-NRHYR,1,20,19,No
5196-SGOAK,1,76,75,Yes
4537-DKTAL,2,46,84,No
7072-MBHEV,11,78,864,No
5602-BVFMK,12,19,228,No
6297-NOOPG,70,110,7752,No
1891-UAWWU,20,91,1951,Yes
8204-TIFGJ,23,20,470,No
8050-DVOJX,49,81,4060,No
6108-OQZDQ,4,98,384,Yes
0363-QJVFX,32,108,3432,Yes
8903-XEBGX,2,55,108,No
8169-SAEJD,69,57,3952,No
9840-DVNDC,6,80,463,Yes
1089-XZWHH,24,20,494,No
2325-WINES,32,104,3416,No
6064-ZATLR,27,53,1498,No
3096-JRDSO,27,104,2867,Yes
7824-PANSQ,58,81,4807,No
8042-JVNFH,1,71,71,Yes
9648-BCHKM,18,25,471,No
2888-ADFAO,47,21,1041,No
8707-HOEDG,70,110,7689,No
3374-LXDEV,13,89,1132,Yes
4072-IPYLT,36,51,1815,No
7167-PCEYD,67,20,1311,No
4936-YPJNK,10,20,199,No
1580-BMCMR,19,87,1637,No
4817-KEQSP,71,20,1326,No
6408-WHTEF,72,89,6376,No
9251-AWQGT,48,20,935,No
8749-CLJXC,1,20,20,No
7989-VCQOH,18,83,1611,No
5049-GLYVG,1,21,20,Yes
4199-QHJNM,67,103,6989,No
8882-TLVRW,69,39,2779,No
5883-GTGVD,19,100,1931,Yes
5135-GRQJV,72,114,8331,No
2384-OVPSA,38,20,735,No
1371-WEPDS,40,56,2283,No
3580-GICBM,61,24,1445,No
4817-QRJSX,10,81,818,Yes
9730-DRTMJ,32,73,2333,No
4686-UXDML,21,100,1992,No
3349-ANQNH,59,100,5890,No
2398-YPMUR,13,70,916,Yes
0932-YIXYU,47,20,1029,No
7480-SPLEF,69,26,1796,No
7636-XUHWW,2,20,33,No
1431-CYWMH,22,19,454,No
5937-EORGB,15,96,1392,No
6349-JDHQP,53,20,1049,No
5539-HIVAK,28,26,734,No
5847-MXBEO,22,20,475,No
9985-MWVIX,1,70,70,Yes
4583-PARNH,16,92,1540,No
1116-FRYVH,48,39,1978,No
1421-HCERK,30,106,3181,No
9633-XQABV,3,70,229,No
0716-BQNDX,57,94,5625,No
1265-XTECC,68,97,6581,Yes
1183-CANVH,23,60,1347,No
1972-XMUWV,65,60,3808,No
8679-LZBMD,44,91,3974,No
3407-JMJQQ,71,109,7661,No
6252-DFGTK,37,68,2479,No
1539-LNKHM,12,20,266,No
8645-KOMJQ,69,82,5601,No
0289-IVARM,35,61,1982,No
9761-XUJWD,5,66,339,No
4057-FKCZK,58,82,4828,No
4291-TPNFG,72,82,5980,No
6087-YPWHO,72,68,4808,No
3090-QFUVD,1,20,20,No
2237-ZFSMY,39,96,3692,Yes
1722-LDZJS,53,20,1068,No
1818-ESQMW,27,89,2383,No
4871-JTKJF,1,70,69,Yes
1415-YFWLT,1,89,89,Yes
7401-RUBNK,18,75,1438,No
0506-YLVKJ,46,20,917,No
8661-BOYNW,72,84,6096,No
6711-VTNRE,36,88,3078,Yes
4815-GBTCD,4,25,99,No
2805-AUFQN,25,20,475,No
0980-PVMRC,40,51,2036,No
7233-DRTRF,63,102,6444,No
3500-RMZLT,15,96,1426,Yes
3873-NFTGI,14,56,767,No
1162-ECVII,72,110,7932,No
7048-GXDAY,39,106,4040,No
8571-ZCMCX,47,60,2768,No
1169-WCVAK,19,89,1672,No
4548-SDBKE,5,85,474,Yes
8066-POXGX,13,35,446,Yes
7129-CAKJW,17,80,1345,No
8695-ARGXZ,34,76,2425,No
3570-YUEKJ,42,50,2077,No
4143-OOBWZ,5,81,416,Yes
1555-HAPSU,71,24,1663,No
1697-NVVGY,19,66,1286,No
7854-EKTJL,2,20,35,Yes
8464-EETCQ,57,19,1094,No
2419-FSORS,72,108,7719,No
8132-YPVBX,6,86,514,No
9102-IAYHT,17,85,1451,Yes
6754-LZUKA,61,81,4932,No
3422-LYEPQ,1,71,71,Yes
8099-MZPUJ,48,112,5443,No
0787-LHDYT,16,21,330,No
2642-DTVCO,9,85,746,Yes
0374-IOEGQ,3,45,122,No
4361-JEIVL,1,44,44,Yes
3197-NNYNB,65,105,6631,No
3396-DKDEL,70,115,8250,No
1752-OZXFY,60,60,3561,No
9066-QRSDU,69,26,1763,No
9112-WSNPU,35,71,2419,No
9867-NNXLC,22,20,470,No
5321-NTRKC,66,80,5234,No
1363-TXLSL,1,70,70,Yes
9507-EXLTT,1,79,79,Yes
3161-GETRM,34,90,3097,No
0402-OAMEN,72,24,1709,No
6933-VLYFX,31,60,1848,No
6754-WKSHP,30,25,723,No
9846-GKXAS,9,91,809,Yes
6017-PPLPX,20,70,1470,Yes
4976-LNFVV,19,34,577,No
5055-MGMGF,65,105,6914,No
4641-FROLU,30,19,602,No
2862-JVEOY,6,19,124,No
2969-QWUBZ,2,51,96,No
9822-BIIGN,53,72,3827,No
2077-MPJQO,7,75,533,No
1534-OULXE,61,50,2961,No
7136-RVDTZ,70,45,3264,Yes
2971-SGAFL,13,79,995,No
1480-IVEVR,35,82,2815,No
2905-KFQUV,2,70,154,No
4581-SSPWD,3,76,246,Yes
3370-HXOPH,3,76,257,No
9391-YZEJW,62,94,5757,No
9958-MEKUC,72,104,7517,No
0281-CNTZX,63,20,1234,No
6927-WTFIV,20,71,1389,Yes
4118-CEVPF,35,111,3836,No
3398-ZOUAA,21,69,1474,Yes
9114-VEPUF,62,96,6001,No
7876-BEUTG,15,49,720,No
2338-BQEZT,55,51,2832,No
9873-MNDKV,11,45,472,No
0378-NHQXU,17,88,1460,Yes
8241-JUIQO,61,19,1336,No
2194-IIQOF,71,89,6388,No
4512-ZUIYL,2,70,153,Yes
9631-RXVJM,35,19,677,No
9584-EXCDZ,17,70,1165,No
7969-AULMZ,21,97,2119,Yes
5093-FEGLU,47,20,921,No
2621-UDNLU,3,21,72,No
7526-IVLYU,3,20,68,No
2428-HYUNX,44,19,847,No
9214-EKVXR,1,44,44,No
3410-MHHUM,44,94,4295,No
0568-ONFPC,5,26,135,Yes
0733-VUNUW,24,56,1400,Yes
4550-EVXNY,1,70,69,Yes
2122-YWVYA,18,75,1380,No
2968-SSGAA,10,101,1060,Yes
2296-DKZFP,65,71,4386,No
4844-JJWUY,1,86,86,Yes
6777-TGHTM,53,107,5785,Yes
8909-BOLNL,3,21,52,No
6603-YRDCJ,33,61,2018,No
3538-WZPHD,3,30,79,Yes
3229-USWAR,34,80,2727,No
2138-VFAPZ,14,20,263,No
6131-JLWZM,13,20,275,No
4785-QRJHC,46,60,2816,Yes
0269-XFESX,23,24,538,No
1709-EJDOX,47,20,948,No
4316-XCSLJ,17,50,846,No
8610-WFCJF,49,96,4783,Yes
9693-XMUOB,59,50,2997,No
0383-CLDDA,69,85,5897,No
4905-JEFDW,11,42,470,Yes
2709-UQGNP,10,52,524,No
3549-ZTMNH,12,24,269,No
7881-INRLC,45,101,4740,Yes
8033-ATFAS,39,60,2341,No
1635-NZATJ,71,25,1789,No
0562-HKHML,71,24,1626,No
8277-RVRSV,33,24,800,No
9943-VSZUV,67,76,5060,No
0117-LFRMW,37,40,1448,Yes
6172-FECYY,49,84,4254,Yes
7054-ENNGU,9,51,466,No
1455-HFBXA,52,92,4627,No
9402-CXWPL,70,99,6838,No
1628-BIZYP,1,85,85,No
1965-AKTSX,14,79,1101,Yes
0082-LDZUE,1,44,44,No
4786-UKSNZ,1,20,20,Yes
5343-SGUBI,52,80,4297,No
0856-NAOES,6,61,414,No
1976-AZZPJ,7,34,256,No
7248-VZQLC,47,85,3969,Yes
6156-UZDLF,26,87,2274,No
3099-OONVS,25,54,1296,No
9500-WBGRP,69,19,1268,No
5183-KLYEM,72,113,8192,No
5144-PQCDZ,4,20,59,No
8514-VZHEB,59,20,1147,No
6625-IUTTT,67,66,4361,No
9355-NPPFS,26,79,2006,No
0068-FIGTF,27,78,2078,No
5965-GGPRW,72,105,7609,No
8035-PWSEV,6,89,487,No
2236-HILPA,62,21,1218,No
1840-BIUOG,20,69,1416,No
1356-MKYSK,6,79,483,No
6080-LNESI,51,25,1234,No
1830-IPXVJ,61,20,1311,No
5828-DWPIL,62,89,5618,No
8398-TBIYD,72,85,6185,No
0011-IGKFF,13,98,1237,Yes
4192-GORJT,5,94,498,Yes
6496-SLWHQ,3,105,294,Yes
9912-GVSEQ,26,94,2381,Yes
2931-FSOHN,13,60,788,No
9418-RUKPH,38,20,756,No
5383-MMTWC,8,84,613,Yes
9971-ZWPBF,34,109,3625,No
4712-AUQZO,18,34,550,No
9711-FJTBX,56,86,4793,No
2908-ZTPNF,36,35,1267,No
7240-ETPTR,9,49,442,Yes
2202-CUYXZ,1,85,84,Yes
5995-OIGLP,12,57,654,Yes
8421-WZOOW,57,95,5567,No
6261-RCVNS,42,74,3160,Yes
7951-QKZPL,33,24,740,Yes
1414-YADCW,70,85,5706,No
8756-RDDLT,68,45,3085,No
2862-PFNIK,1,25,24,No
5816-QVHRX,37,100,3541,No
4430-YHXGG,4,25,84,No
6888-SBYAI,1,51,50,No
7395-XWZOY,20,55,1165,No
7169-YWAMK,72,68,4855,No
3640-PHQXK,31,90,2806,Yes
6877-LGWXO,18,79,1422,Yes
6859-RKMZJ,11,55,608,No
2729-VNVAP,33,20,641,No
2957-JIRMN,62,84,4959,No
2049-BAFNW,1,36,35,No
3842-QTGDL,16,81,1321,No
7163-OCEQI,22,79,1663,No
9782-LGXMC,49,62,3024,No
5975-BAICR,36,64,2188,No
8019-ENHXU,42,99,4138,Yes
5167-GBFRE,4,25,102,Yes
9033-EOXWV,12,74,872,Yes
4673-KKSLS,31,88,2724,No
4853-OITSN,5,89,413,No
9800-OUIGR,66,20,1374,No
1324-NLTJE,15,55,757,Yes
2324-EFHVG,64,104,6692,No
7094-MSZAO,10,20,218,No
1522-VVDMG,7,90,608,Yes
6907-CQGPN,29,34,1004,No
0780-XNZFN,57,21,1125,No
0239-OXEXL,46,84,3847,No
2675-IJRGJ,53,20,978,No
7049-GKVZY,17,80,1387,No
8577-QSOCG,38,20,746,No
3721-CNZHX,15,20,304,No
0212-ISBBF,22,50,1098,No
9185-TQCVP,14,85,1139,Yes
3585-YNADK,57,75,4368,No
5271-DBYSJ,11,79,827,No
1099-GODLO,1,20,20,No
6828-HMKWP,12,21,262,No
5567-WSELE,3,95,279,Yes
1472-TNCWL,36,95,3512,No
8063-RJYNF,16,94,1483,Yes
0687-ZVTHB,65,72,4653,Yes
2080-GKCWQ,2,75,151,No
9661-ACXBS,42,105,4400,Yes
2193-SFWQW,72,112,8033,No
5656-JAMLX,62,20,1253,No
3462-BJQQA,6,90,552,No
0442-TDYUO,48,20,1036,No
6733-LRIZX,35,109,4025,No
9503-XJUME,52,20,928,No
4367-NHWMM,1,25,24,No
3727-RJMEO,6,83,460,Yes
3779-OSWCF,71,93,6506,No
6736-DHUQI,67,85,5598,No
3915-ODIYG,60,72,4374,No
1360-RCYRT,23,30,678,No
2724-FJDYW,39,55,2191,No
4451-RWASJ,15,20,239,No
6646-VRFOL,53,104,5485,Yes
3460-TJBWI,24,24,609,No
5917-HBSDW,37,19,683,No
5685-IIXLY,5,84,404,Yes
5671-UUNXD,50,101,5189,No
0956-ACVZC,54,94,5060,No
2325-NBPZG,3,75,233,No
4250-ZBWLV,68,108,7176,Yes
4482-FTFFX,5,56,291,No
8859-DZTGQ,33,20,689,No
0440-MOGPM,41,81,3263,No
0020-JDNXP,34,61,1993,No
3752-CQSJI,13,20,254,No
5025-GOOKI,20,19,347,No
4698-KVLLG,51,20,967,No
5095-AESKG,3,92,242,Yes
2887-JPYLU,41,45,1841,No
4770-QAZXN,13,19,232,No
4896-CPRPF,35,25,809,No
1871-MOWRM,12,81,866,Yes
9714-EDSUC,4,95,360,No
2027-OAQQC,43,49,2076,Yes
0282-NVSJS,12,29,355,No
9090-SGQXL,68,105,7299,Yes
6595-YGXIT,25,89,2291,Yes
7353-YOWFP,7,20,129,No
9835-ZIITK,66,111,7491,Yes
8008-ESFLK,53,110,5835,No
7537-CBQUZ,63,109,7031,No
1555-DJEQW,70,114,7723,Yes
5649-TJHOV,27,36,1032,Yes
0519-XUZJU,1,71,70,Yes
3363-EWLGO,5,20,109,No
4750-UKWJK,37,20,727,No
6338-AVWCY,3,40,130,Yes
1689-YQBYY,12,77,893,No
4487-ZYJZK,38,20,763,No
2959-FENLU,9,85,781,No
0708-LGSMF,13,66,902,No
9253-QXKBE,29,94,2653,Yes
7634-HLQJR,47,20,1016,No
0487-RPVUM,61,99,5943,No
4079-ULGFR,16,20,275,No
